id_batiment,nb_maisons,infra_id,infra_type,longueur
E000035,1,P000052,infra_intacte,12.8565075983714
E000035,1,P007354,infra_intacte,10.1307302770864
E000036,1,P007111,infra_intacte,12.3144613356693
E000036,1,P007983,infra_intacte,40.3209288665353
E000036,1,P000160,infra_intacte,44.6252544771484
E000036,1,P000348,infra_intacte,9.12960147203556
E000036,1,P000020,infra_intacte,51.3121054948589
E000036,1,P000148,infra_intacte,34.0746754515243
E000036,1,P007402,infra_intacte,8.64060281351536
E000037,1,P007111,infra_intacte,12.3144613356693
E000037,1,P007983,infra_intacte,40.3209288665353
E000037,1,P000160,infra_intacte,44.6252544771484
E000037,1,P000348,infra_intacte,9.12960147203556
E000037,1,P000020,infra_intacte,51.3121054948589
E000037,1,P000148,infra_intacte,34.0746754515243
E000037,1,P007395,infra_intacte,11.1110240485116
E000038,1,P007111,infra_intacte,12.3144613356693
E000038,1,P007983,infra_intacte,40.3209288665353
E000038,1,P000160,infra_intacte,44.6252544771484
E000038,1,P000348,infra_intacte,9.12960147203556
E000038,1,P000020,infra_intacte,51.3121054948589
E000038,1,P000148,infra_intacte,34.0746754515243
E000038,1,P007347,infra_intacte,17.3680174427927
E000039,1,P007111,infra_intacte,12.3144613356693
E000039,1,P007983,infra_intacte,40.3209288665353
E000039,1,P000160,infra_intacte,44.6252544771484
E000039,1,P000348,infra_intacte,9.12960147203556
E000039,1,P000020,infra_intacte,51.3121054948589
E000039,1,P000015,infra_intacte,7.95699200194991
E000039,1,P007193,infra_intacte,8.20660981592346
E000040,1,P007111,infra_intacte,12.3144613356693
E000040,1,P007983,infra_intacte,40.3209288665353
E000040,1,P000308,infra_intacte,39.1407985664577
E000040,1,P000308,infra_intacte,39.1407985664577
E000040,1,P000160,infra_intacte,44.6252544771484
E000040,1,P000187,infra_intacte,15.0067646658694
E000040,1,P007239,infra_intacte,6.99283985604053
E000041,1,P007111,infra_intacte,12.3144613356693
E000041,1,P007983,infra_intacte,40.3209288665353
E000041,1,P000308,infra_intacte,39.1407985664577
E000041,1,P000308,infra_intacte,39.1407985664577
E000041,1,P000160,infra_intacte,44.6252544771484
E000041,1,P000187,infra_intacte,15.0067646658694
E000041,1,P007226,infra_intacte,14.9386818000782
E000042,1,P007111,infra_intacte,12.3144613356693
E000042,1,P007983,infra_intacte,40.3209288665353
E000042,1,P000308,infra_intacte,39.1407985664577
E000042,1,P000308,infra_intacte,39.1407985664577
E000042,1,P000160,infra_intacte,44.6252544771484
E000042,1,P000347,infra_intacte,47.6908735474847
E000042,1,P007259,infra_intacte,7.22642714229678
E000043,1,P007111,infra_intacte,12.3144613356693
E000043,1,P007983,infra_intacte,40.3209288665353
E000043,1,P000308,infra_intacte,39.1407985664577
E000043,1,P000308,infra_intacte,39.1407985664577
E000043,1,P000160,infra_intacte,44.6252544771484
E000043,1,P000347,infra_intacte,47.6908735474847
E000043,1,P007135,infra_intacte,8.29321324734341
E000044,1,P007111,infra_intacte,12.3144613356693
E000044,1,P007983,infra_intacte,40.3209288665353
E000044,1,P000308,infra_intacte,39.1407985664577
E000044,1,P000308,infra_intacte,39.1407985664577
E000044,1,P000160,infra_intacte,44.6252544771484
E000044,1,P000347,infra_intacte,47.6908735474847
E000044,1,P007378,infra_intacte,11.5278268624067
E000045,1,P007111,infra_intacte,12.3144613356693
E000045,1,P007982,infra_intacte,49.956115228201
E000045,1,P000181,infra_intacte,6.18934271279126
E000045,1,P000394,infra_intacte,37.5183055134459
E000045,1,P000395,infra_intacte,61.6365018431784
E000045,1,P000334,infra_intacte,9.01673275932094
E000045,1,P000256,infra_intacte,29.4336698447574
E000045,1,P007287,infra_intacte,6.26783452067774
E000046,1,P007111,infra_intacte,12.3144613356693
E000046,1,P007982,infra_intacte,49.956115228201
E000046,1,P000181,infra_intacte,6.18934271279126
E000046,1,P000394,infra_intacte,37.5183055134459
E000046,1,P000395,infra_intacte,61.6365018431784
E000046,1,P000334,infra_intacte,9.01673275932094
E000046,1,P000256,infra_intacte,29.4336698447574
E000046,1,P007387,infra_intacte,13.1723164317785
E000047,1,P007111,infra_intacte,12.3144613356693
E000047,1,P007982,infra_intacte,49.956115228201
E000047,1,P000181,infra_intacte,6.18934271279126
E000047,1,P000394,infra_intacte,37.5183055134459
E000047,1,P000395,infra_intacte,61.6365018431784
E000047,1,P000334,infra_intacte,9.01673275932094
E000047,1,P000256,infra_intacte,29.4336698447574
E000047,1,P007376,infra_intacte,14.2129999843549
E000048,1,P007111,infra_intacte,12.3144613356693
E000048,1,P007982,infra_intacte,49.956115228201
E000048,1,P000181,infra_intacte,6.18934271279126
E000048,1,P000394,infra_intacte,37.5183055134459
E000048,1,P000395,infra_intacte,61.6365018431784
E000048,1,P000334,infra_intacte,9.01673275932094
E000048,1,P000256,infra_intacte,29.4336698447574
E000048,1,P007305,infra_intacte,16.0944335793595
E000049,1,P007111,infra_intacte,12.3144613356693
E000049,1,P007982,infra_intacte,49.956115228201
E000049,1,P000181,infra_intacte,6.18934271279126
E000049,1,P000394,infra_intacte,37.5183055134459
E000049,1,P000395,infra_intacte,61.6365018431784
E000049,1,P000381,infra_intacte,55.0605613618661
E000049,1,P000126,infra_intacte,6.38951344091244
E000049,1,P007200,infra_intacte,12.0960743440014
E000050,1,P007111,infra_intacte,12.3144613356693
E000050,1,P007982,infra_intacte,49.956115228201
E000050,1,P000181,infra_intacte,6.18934271279126
E000050,1,P000394,infra_intacte,37.5183055134459
E000050,1,P000395,infra_intacte,61.6365018431784
E000050,1,P000381,infra_intacte,55.0605613618661
E000050,1,P000126,infra_intacte,6.38951344091244
E000050,1,P007300,infra_intacte,12.0511353865963
E000051,1,P007111,infra_intacte,12.3144613356693
E000051,1,P007982,infra_intacte,49.956115228201
E000051,1,P000181,infra_intacte,6.18934271279126
E000051,1,P000394,infra_intacte,37.5183055134459
E000051,1,P000395,infra_intacte,61.6365018431784
E000051,1,P000381,infra_intacte,55.0605613618661
E000051,1,P000126,infra_intacte,6.38951344091244
E000051,1,P007184,infra_intacte,12.3860220025035
E000052,1,P007111,infra_intacte,12.3144613356693
E000052,1,P007982,infra_intacte,49.956115228201
E000052,1,P000181,infra_intacte,6.18934271279126
E000052,1,P000394,infra_intacte,37.5183055134459
E000052,1,P000395,infra_intacte,61.6365018431784
E000052,1,P000381,infra_intacte,55.0605613618661
E000052,1,P000126,infra_intacte,6.38951344091244
E000052,1,P007143,infra_intacte,13.3873903233501
E000053,1,P007111,infra_intacte,12.3144613356693
E000053,1,P007982,infra_intacte,49.956115228201
E000053,1,P000181,infra_intacte,6.18934271279126
E000053,1,P000394,infra_intacte,37.5183055134459
E000053,1,P000395,infra_intacte,61.6365018431784
E000053,1,P000334,infra_intacte,9.01673275932094
E000053,1,P000123,infra_intacte,33.3289650716569
E000053,1,P007120,infra_intacte,12.3491199261896
E000054,1,P007111,infra_intacte,12.3144613356693
E000054,1,P007982,infra_intacte,49.956115228201
E000054,1,P000181,infra_intacte,6.18934271279126
E000054,1,P000394,infra_intacte,37.5183055134459
E000054,1,P000395,infra_intacte,61.6365018431784
E000054,1,P000334,infra_intacte,9.01673275932094
E000054,1,P000123,infra_intacte,33.3289650716569
E000054,1,P007168,infra_intacte,12.3346123836477
E000055,1,P007111,infra_intacte,12.3144613356693
E000055,1,P007982,infra_intacte,49.956115228201
E000055,1,P000181,infra_intacte,6.18934271279126
E000055,1,P000394,infra_intacte,37.5183055134459
E000055,1,P000395,infra_intacte,61.6365018431784
E000055,1,P000334,infra_intacte,9.01673275932094
E000055,1,P000123,infra_intacte,33.3289650716569
E000055,1,P007199,infra_intacte,13.3989548451235
E000056,1,P007111,infra_intacte,12.3144613356693
E000056,1,P007983,infra_intacte,40.3209288665353
E000056,1,P000160,infra_intacte,44.6252544771484
E000056,1,P000348,infra_intacte,9.12960147203556
E000056,1,P000020,infra_intacte,51.3121054948589
E000056,1,P000148,infra_intacte,34.0746754515243
E000056,1,P000301,infra_intacte,20.079343050329
E000056,1,P007408,infra_intacte,12.0746138744784
E000057,1,P007111,infra_intacte,12.3144613356693
E000057,1,P007983,infra_intacte,40.3209288665353
E000057,1,P000160,infra_intacte,44.6252544771484
E000057,1,P000348,infra_intacte,9.12960147203556
E000057,1,P000020,infra_intacte,51.3121054948589
E000057,1,P000148,infra_intacte,34.0746754515243
E000057,1,P000301,infra_intacte,20.079343050329
E000057,1,P007319,infra_intacte,12.5661599823588
E000058,1,P007111,infra_intacte,12.3144613356693
E000058,1,P007983,infra_intacte,40.3209288665353
E000058,1,P000160,infra_intacte,44.6252544771484
E000058,1,P000348,infra_intacte,9.12960147203556
E000058,1,P000020,infra_intacte,51.3121054948589
E000058,1,P000148,infra_intacte,34.0746754515243
E000058,1,P007986,infra_intacte,35.1097532902904
E000058,1,P007315,infra_intacte,8.40457872181763
E000059,1,P007111,infra_intacte,12.3144613356693
E000059,1,P007983,infra_intacte,40.3209288665353
E000059,1,P000160,infra_intacte,44.6252544771484
E000059,1,P000348,infra_intacte,9.12960147203556
E000059,1,P000020,infra_intacte,51.3121054948589
E000059,1,P000148,infra_intacte,34.0746754515243
E000059,1,P007986,infra_intacte,35.1097532902904
E000059,1,P007166,infra_intacte,10.3449075204212
E000060,1,P007111,infra_intacte,12.3144613356693
E000060,1,P007983,infra_intacte,40.3209288665353
E000060,1,P000160,infra_intacte,44.6252544771484
E000060,1,P000348,infra_intacte,9.12960147203556
E000060,1,P000020,infra_intacte,51.3121054948589
E000060,1,P000015,infra_intacte,7.95699200194991
E000060,1,P000374,infra_intacte,18.1060907381786
E000060,1,P007116,infra_intacte,5.77897002356351
E000061,1,P007111,infra_intacte,12.3144613356693
E000061,1,P007983,infra_intacte,40.3209288665353
E000061,1,P000160,infra_intacte,44.6252544771484
E000061,1,P000348,infra_intacte,9.12960147203556
E000061,1,P000020,infra_intacte,51.3121054948589
E000061,1,P000015,infra_intacte,7.95699200194991
E000061,1,P000075,infra_intacte,38.3380360489679
E000061,1,P007295,infra_intacte,5.70609540183928
E000062,1,P007111,infra_intacte,12.3144613356693
E000062,1,P007983,infra_intacte,40.3209288665353
E000062,1,P000160,infra_intacte,44.6252544771484
E000062,1,P000348,infra_intacte,9.12960147203556
E000062,1,P000020,infra_intacte,51.3121054948589
E000062,1,P000015,infra_intacte,7.95699200194991
E000062,1,P000075,infra_intacte,38.3380360489679
E000062,1,P007352,infra_intacte,15.9938338872644
E000063,1,P007111,infra_intacte,12.3144613356693
E000063,1,P007983,infra_intacte,40.3209288665353
E000063,1,P000160,infra_intacte,44.6252544771484
E000063,1,P000348,infra_intacte,9.12960147203556
E000063,1,P000020,infra_intacte,51.3121054948589
E000063,1,P000236,infra_intacte,22.8129720545209
E000063,1,P000192,infra_intacte,8.66237124097022
E000063,1,P007121,infra_intacte,11.7297082279311
E000064,1,P007111,infra_intacte,12.3144613356693
E000064,1,P007983,infra_intacte,40.3209288665353
E000064,1,P000160,infra_intacte,44.6252544771484
E000064,1,P000348,infra_intacte,9.12960147203556
E000064,1,P000020,infra_intacte,51.3121054948589
E000064,1,P000236,infra_intacte,22.8129720545209
E000064,1,P000192,infra_intacte,8.66237124097022
E000064,1,P007369,infra_intacte,12.7557683738026
E000065,1,P007111,infra_intacte,12.3144613356693
E000065,1,P007983,infra_intacte,40.3209288665353
E000065,1,P000160,infra_intacte,44.6252544771484
E000065,1,P000348,infra_intacte,9.12960147203556
E000065,1,P000020,infra_intacte,51.3121054948589
E000065,1,P000236,infra_intacte,22.8129720545209
E000065,1,P000344,infra_intacte,14.4852003829022
E000065,1,P007343,infra_intacte,12.5966026797671
E000066,1,P007111,infra_intacte,12.3144613356693
E000066,1,P007983,infra_intacte,40.3209288665353
E000066,1,P000160,infra_intacte,44.6252544771484
E000066,1,P000348,infra_intacte,9.12960147203556
E000066,1,P000020,infra_intacte,51.3121054948589
E000066,1,P000236,infra_intacte,22.8129720545209
E000066,1,P000058,infra_intacte,11.0116218465433
E000066,1,P007144,infra_intacte,17.114717098331
E000067,1,P007111,infra_intacte,12.3144613356693
E000067,1,P007983,infra_intacte,40.3209288665353
E000067,1,P000160,infra_intacte,44.6252544771484
E000067,1,P000348,infra_intacte,9.12960147203556
E000067,1,P000020,infra_intacte,51.3121054948589
E000067,1,P006193,a_remplacer,12.1863879405322
E000067,1,P002851,a_remplacer,10.8032015604234
E000067,1,P007624,a_remplacer,4.10990474598487
E000068,1,P007111,infra_intacte,12.3144613356693
E000068,1,P007983,infra_intacte,40.3209288665353
E000068,1,P000160,infra_intacte,44.6252544771484
E000068,1,P000348,infra_intacte,9.12960147203556
E000068,1,P000020,infra_intacte,51.3121054948589
E000068,1,P000020,infra_intacte,51.3121054948589
E000068,1,P000168,infra_intacte,25.9415717510763
E000068,1,P007164,infra_intacte,8.48025874056161
E000069,1,P007111,infra_intacte,12.3144613356693
E000069,1,P007983,infra_intacte,40.3209288665353
E000069,1,P000160,infra_intacte,44.6252544771484
E000069,1,P000348,infra_intacte,9.12960147203556
E000069,1,P000020,infra_intacte,51.3121054948589
E000069,1,P000020,infra_intacte,51.3121054948589
E000069,1,P000168,infra_intacte,25.9415717510763
E000069,1,P007175,infra_intacte,11.6777215198852
E000070,1,P007111,infra_intacte,12.3144613356693
E000070,1,P007983,infra_intacte,40.3209288665353
E000070,1,P000160,infra_intacte,44.6252544771484
E000070,1,P000348,infra_intacte,9.12960147203556
E000070,1,P000020,infra_intacte,51.3121054948589
E000070,1,P000020,infra_intacte,51.3121054948589
E000070,1,P000306,infra_intacte,38.5974690265684
E000070,1,P007216,infra_intacte,9.69778884945307
E000071,1,P007111,infra_intacte,12.3144613356693
E000071,1,P007983,infra_intacte,40.3209288665353
E000071,1,P000160,infra_intacte,44.6252544771484
E000071,1,P000348,infra_intacte,9.12960147203556
E000071,1,P000020,infra_intacte,51.3121054948589
E000071,1,P000020,infra_intacte,51.3121054948589
E000071,1,P000306,infra_intacte,38.5974690265684
E000071,1,P007322,infra_intacte,15.2785337647226
E000072,1,P007111,infra_intacte,12.3144613356693
E000072,1,P007983,infra_intacte,40.3209288665353
E000072,1,P000308,infra_intacte,39.1407985664577
E000072,1,P000308,infra_intacte,39.1407985664577
E000072,1,P000160,infra_intacte,44.6252544771484
E000072,1,P000347,infra_intacte,47.6908735474847
E000072,1,P000209,infra_intacte,9.5295838397827
E000072,1,P007236,infra_intacte,5.69835782587448
E000073,1,P007111,infra_intacte,12.3144613356693
E000073,1,P007983,infra_intacte,40.3209288665353
E000073,1,P000308,infra_intacte,39.1407985664577
E000073,1,P000308,infra_intacte,39.1407985664577
E000073,1,P000160,infra_intacte,44.6252544771484
E000073,1,P000347,infra_intacte,47.6908735474847
E000073,1,P000209,infra_intacte,9.5295838397827
E000073,1,P007126,infra_intacte,7.47640983160744
E000074,1,P007111,infra_intacte,12.3144613356693
E000074,1,P007983,infra_intacte,40.3209288665353
E000074,1,P000308,infra_intacte,39.1407985664577
E000074,1,P000308,infra_intacte,39.1407985664577
E000074,1,P000160,infra_intacte,44.6252544771484
E000074,1,P000347,infra_intacte,47.6908735474847
E000074,1,P000209,infra_intacte,9.5295838397827
E000074,1,P007252,infra_intacte,7.78033465043456
E000075,1,P007111,infra_intacte,12.3144613356693
E000075,1,P007983,infra_intacte,40.3209288665353
E000075,1,P000308,infra_intacte,39.1407985664577
E000075,1,P000308,infra_intacte,39.1407985664577
E000075,1,P000160,infra_intacte,44.6252544771484
E000075,1,P000347,infra_intacte,47.6908735474847
E000075,1,P000277,infra_intacte,23.9988903150869
E000075,1,P007171,infra_intacte,5.8285333068315
E000076,1,P007111,infra_intacte,12.3144613356693
E000076,1,P007983,infra_intacte,40.3209288665353
E000076,1,P000308,infra_intacte,39.1407985664577
E000076,1,P000308,infra_intacte,39.1407985664577
E000076,1,P000160,infra_intacte,44.6252544771484
E000076,1,P000347,infra_intacte,47.6908735474847
E000076,1,P000277,infra_intacte,23.9988903150869
E000076,1,P007189,infra_intacte,7.63497180730141
E000077,1,P007111,infra_intacte,12.3144613356693
E000077,1,P007983,infra_intacte,40.3209288665353
E000077,1,P000308,infra_intacte,39.1407985664577
E000077,1,P000308,infra_intacte,39.1407985664577
E000077,1,P000160,infra_intacte,44.6252544771484
E000077,1,P000347,infra_intacte,47.6908735474847
E000077,1,P000277,infra_intacte,23.9988903150869
E000077,1,P007298,infra_intacte,9.75094640971564
E000078,1,P007111,infra_intacte,12.3144613356693
E000078,1,P007983,infra_intacte,40.3209288665353
E000078,1,P000308,infra_intacte,39.1407985664577
E000078,1,P000308,infra_intacte,39.1407985664577
E000078,1,P000160,infra_intacte,44.6252544771484
E000078,1,P000347,infra_intacte,47.6908735474847
E000078,1,P000277,infra_intacte,23.9988903150869
E000078,1,P007360,infra_intacte,10.9005372692426
E000079,1,P007111,infra_intacte,12.3144613356693
E000079,1,P007983,infra_intacte,40.3209288665353
E000079,1,P000308,infra_intacte,39.1407985664577
